symbol,side,entry,exit,qty,pnl_gross,fees,pnl_net,entry_time,exit_time,reason
HBAR_USDT,SHORT,0.07142,0.070825,294.0352842341081,0.1749509941192938,0.014699999999999998,0.1602509941192938,2022-06-25 12:00:00,2022-06-25 16:00:00,SL_HIT
DOGE_USDT,SHORT,0.06523,0.0669925,321.93775869998467,-0.5674152997087231,0.0147,-0.5821152997087231,2022-06-25 15:00:00,2022-06-25 18:00:00,SL_HIT
LTC_USDT,LONG,57.86,58.908,0.3629450397511234,0.380366401659178,0.0147,0.365666401659178,2022-06-25 17:00:00,2022-06-25 19:00:00,SL_HIT
LTC_USDT,LONG,59.49,59.68,0.3530005042864347,0.06707009581442179,0.0147,0.05237009581442179,2022-06-25 21:00:00,2022-06-26 04:00:00,SL_HIT
HBAR_USDT,LONG,0.07503,0.07326535714285715,279.88804478208715,-0.4939024390243892,0.0147,-0.5086024390243892,2022-06-26 11:00:00,2022-06-26 15:00:00,SL_HIT
HBAR_USDT,SHORT,0.07199,0.070814,291.70718155299346,0.3430476455063193,0.0147,0.3283476455063193,2022-06-26 15:00:00,2022-06-26 19:00:00,SL_HIT
LTC_USDT,SHORT,57.36,56.800000000000004,0.36610878661087864,0.20502092050209028,0.0147,0.1903209205020903,2022-06-26 22:00:00,2022-06-27 00:00:00,SL_HIT
HBAR_USDT,SHORT,0.06927,0.06891,303.161541792984,0.109138155045474,0.0147,0.094438155045474,2022-06-26 22:00:00,2022-06-27 01:00:00,SL_HIT
DOGE_USDT,LONG,0.07763,0.07787000000000001,270.5139765554554,0.0649233543733104,0.0147,0.0502233543733104,2022-06-27 06:00:00,2022-06-27 10:00:00,SL_HIT
LTC_USDT,SHORT,55.75,55.614999999999995,0.37668161434977576,0.050852017937221654,0.0147,0.036152017937221656,2022-06-27 13:00:00,2022-06-27 18:00:00,SL_HIT
ADA_USDT,SHORT,0.4835,0.47742,43.43329886246122,0.2640744570837631,0.0147,0.2493744570837631,2022-06-27 17:00:00,2022-06-28 02:00:00,SL_HIT
DOGE_USDT,SHORT,0.07145,0.069794,293.91182645206436,0.48671798460461996,0.0147,0.47201798460461997,2022-06-27 16:00:00,2022-06-28 03:00:00,SL_HIT
HBAR_USDT,SHORT,0.06756,0.06976821428571428,310.83481349911193,-0.6863898756660747,0.0147,-0.7010898756660747,2022-06-28 01:00:00,2022-06-28 08:00:00,SL_HIT
DOGE_USDT,SHORT,0.0685,0.067628,306.56934306569343,0.26732846715328823,0.0147,0.25262846715328824,2022-06-28 15:00:00,2022-06-28 21:00:00,SL_HIT
