timestamp,y_long,y_short,weights
1970-01-01 00:28:08.166000,1,0,2.0
1970-01-01 00:28:08.169600,1,0,2.0
1970-01-01 00:28:08.245200,0,1,2.0
1970-01-01 00:28:08.252400,0,1,2.0
1970-01-01 00:28:08.299200,1,0,2.0
1970-01-01 00:28:08.302800,1,0,2.0
1970-01-01 00:28:08.306400,1,0,2.0
1970-01-01 00:28:08.310000,1,0,2.0
1970-01-01 00:28:08.313600,1,0,2.0
1970-01-01 00:28:08.389200,1,0,2.0
1970-01-01 00:28:08.418000,1,0,2.0
1970-01-01 00:28:08.428800,1,0,2.0
1970-01-01 00:28:08.432400,1,0,2.0
1970-01-01 00:28:08.436000,0,1,2.0
1970-01-01 00:28:08.454000,1,0,2.0
1970-01-01 00:28:08.457600,1,0,2.0
1970-01-01 00:28:08.461200,1,0,2.0
1970-01-01 00:28:08.464800,1,0,2.0
1970-01-01 00:28:08.468400,1,0,2.0
1970-01-01 00:28:08.472000,1,0,2.0
1970-01-01 00:28:08.475600,1,0,2.0
1970-01-01 00:28:08.482800,0,0,2.0
1970-01-01 00:28:08.486400,0,1,2.0
1970-01-01 00:28:08.529600,0,1,2.0
1970-01-01 00:28:08.533200,0,1,2.0
1970-01-01 00:28:08.536800,0,1,2.0
1970-01-01 00:28:08.540400,0,1,2.0
1970-01-01 00:28:08.544000,0,1,2.0
1970-01-01 00:28:08.547600,0,1,2.0
1970-01-01 00:28:08.608800,1,0,2.0
1970-01-01 00:28:08.612400,1,0,2.0
1970-01-01 00:28:08.616000,1,0,2.0
1970-01-01 00:28:08.623200,0,1,2.0
1970-01-01 00:28:08.630400,0,1,2.0
1970-01-01 00:28:08.634000,0,1,2.0
1970-01-01 00:28:08.637600,0,1,2.0
1970-01-01 00:28:08.641200,0,1,2.0
1970-01-01 00:28:08.842800,1,0,2.0
1970-01-01 00:28:08.846400,1,0,2.0
1970-01-01 00:28:08.925600,0,1,2.0
1970-01-01 00:28:08.929200,0,1,2.0
1970-01-01 00:28:08.932800,0,1,2.0
1970-01-01 00:28:08.936400,0,1,2.0
1970-01-01 00:28:08.940000,0,1,2.0
1970-01-01 00:28:08.943600,0,1,2.0
1970-01-01 00:28:08.994000,1,0,2.0
1970-01-01 00:28:08.997600,1,0,2.0
1970-01-01 00:28:09.001200,1,0,2.0
1970-01-01 00:28:09.004800,1,0,2.0
1970-01-01 00:28:09.008400,1,0,2.0
1970-01-01 00:28:09.015600,0,1,2.0
1970-01-01 00:28:09.152400,0,1,2.0
1970-01-01 00:28:09.159600,0,1,2.0
1970-01-01 00:28:09.166800,0,1,2.0
1970-01-01 00:28:09.170400,0,1,2.0
1970-01-01 00:28:09.174000,0,1,2.0
1970-01-01 00:28:09.177600,0,1,2.0
1970-01-01 00:28:09.181200,0,1,2.0
1970-01-01 00:28:09.184800,0,1,2.0
1970-01-01 00:28:09.188400,1,0,2.0
1970-01-01 00:28:09.238800,1,0,2.0
1970-01-01 00:28:09.242400,1,0,2.0
1970-01-01 00:28:09.246000,1,0,2.0
1970-01-01 00:28:09.249600,1,0,2.0
1970-01-01 00:28:09.253200,1,0,2.0
1970-01-01 00:28:09.256800,1,0,2.0
1970-01-01 00:28:09.260400,1,0,2.0
1970-01-01 00:28:09.271200,1,0,2.0
1970-01-01 00:28:09.325200,1,0,2.0
1970-01-01 00:28:09.328800,1,0,2.0
1970-01-01 00:28:09.332400,1,0,2.0
1970-01-01 00:28:09.346800,0,1,2.0
1970-01-01 00:28:09.350400,0,1,2.0
1970-01-01 00:28:09.354000,0,1,2.0
1970-01-01 00:28:09.382800,1,0,2.0
1970-01-01 00:28:09.386400,1,0,2.0
1970-01-01 00:28:09.390000,1,0,2.0
1970-01-01 00:28:09.393600,1,0,2.0
1970-01-01 00:28:09.397200,1,0,2.0
1970-01-01 00:28:09.400800,1,0,2.0
1970-01-01 00:28:09.516000,0,1,2.0
1970-01-01 00:28:09.519600,0,1,2.0
1970-01-01 00:28:09.523200,0,1,2.0
1970-01-01 00:28:09.526800,0,1,2.0
1970-01-01 00:28:09.548400,1,0,2.0
1970-01-01 00:28:09.552000,1,0,2.0
1970-01-01 00:28:09.555600,1,0,2.0
1970-01-01 00:28:09.559200,1,0,2.0
1970-01-01 00:28:09.570000,0,1,2.0
1970-01-01 00:28:09.573600,0,1,2.0
1970-01-01 00:28:09.577200,0,1,2.0
